SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,NSE
CROWN,Crown Lifters Limited,INE491V01019,NSE
CSBBANK,CSB Bank Limited,INE679A01013,NSE
CSLFINANCE,CSL Finance Limited,INE718F01018,NSE
CTE,Cambridge Technology Enterprises Limited,INE627H01017,NSE
CUB,City Union Bank Limited,INE491A01021,NSE
CUBEXTUB,Cubex Tubings Limited,INE144D01012,NSE
CUMMINSIND,Cummins India Limited,INE298A01020,NSE
CUPID,Cupid Limited,INE509F01029,NSE
CURAA,Cura Technologies Limited,INE117B01020,NSE
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,NSE
CYBERTECH,Cybertech Systems And Software Limited,INE214A01019,NSE
CYIENT,Cyient Limited,INE136B01020,NSE
CYIENTDLM,Cyient DLM Limited,INE055S01018,NSE
DABUR,Dabur India Limited,INE016A01026,NSE
DALBHARAT,Dalmia Bharat Limited,INE00R701025,NSE
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,NSE
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,NSE
DAMODARIND,Damodar Industries Limited,INE497D01022,NSE
DANGEE,Dangee Dums Limited,INE688Y01022,NSE
DATAMATICS,Datamatics Global Services Limited,INE365B01017,NSE
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,NSE
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,NSE
DBCORP,D.B.Corp Limited,INE950I01011,NSE
DBEIL,Deepak Builders & Engineers India Limited,INE0OPA01019,NSE
DBL,Dilip Buildcon Limited,INE917M01012,NSE
DBOL,Dhampur Bio Organics Limited,INE0I3401014,NSE
DBREALTY,Valor Estate Limited,INE879I01012,NSE
DBSTOCKBRO,DB (International) Stock Brokers Limited,INE921B01025,NSE
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,NSE
DCBBANK,DCB Bank Limited,INE503A01015,NSE
DCI,Dc Infotech And Communication Limited,INE0A1101019,NSE
DCM,DCM  Limited,INE498A01018,NSE
DCMFINSERV,DCM Financial Services Limited,INE891B01012,NSE
DCMNVL,DCM Nouvelle Limited,INE08KP01019,NSE
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,NSE
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,NSE
DCW,DCW Limited,INE500A01029,NSE
DCXINDIA,DCX Systems Limited,INE0KL801015,NSE
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,NSE
DECCANCE,Deccan Cements Limited,INE583C01021,NSE
DEEDEV,DEE Development Engineers Limited,INE841L01016,NSE
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,NSE
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,NSE
DEEPINDS,Deep Industries Limited,INE0FHS01024,NSE
DELHIVERY,Delhivery Limited,INE148O01028,NSE
DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01019,NSE
DELTACORP,Delta Corp Limited,INE124G01033,NSE
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,NSE
DEN,Den Networks Limited,INE947J01015,NSE
DENORA,De Nora India Limited,INE244A01016,NSE
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,NSE
DEVIT,Dev Information Technology Limited,INE060X01034,NSE
DEVX,Dev Accelerator Limited,INE0VOV01021,NSE
DEVYANI,Devyani International Limited,INE872J01023,NSE
DGCONTENT,Digicontent Limited,INE03JI01017,NSE
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,NSE
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,NSE
DHANUKA,Dhanuka Agritech Limited,INE435G01025,NSE
DHARAN,DHARAN INFRA-EPC LIMITED,INE278R01034,NSE
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,NSE
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,NSE
DHUNINV,Dhunseri Investments Limited,INE320L01011,NSE
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,NSE
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,NSE
DIAMONDYD,Prataap Snacks Limited,INE393P01035,NSE
DICIND,DIC India Limited,INE303A01010,NSE
DIFFNKG,Diffusion Engineers Limited,INE184O01015,NSE
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,NSE
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,NSE
DIGITIDE,Digitide Solutions Limited,INE0U4701011,NSE
DIGJAMLMTD,Digjam Limited,INE731U01028,NSE
DIL,Debock Industries Limited,INE411Y01011,NSE
DISHTV,Dish TV India Limited,INE836F01026,NSE
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,NSE
DIVISLAB,Divi's Laboratories Limited,INE361B01024,NSE
DIXON,Dixon Technologies (India) Limited,INE935N01020,NSE
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,NSE
DLF,DLF Limited,INE271C01023,NSE
DLINKINDIA,D-Link (India) Limited,INE250K01012,NSE
DMART,Avenue Supermarts Limited,INE192R01011,NSE
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,NSE
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,NSE
DODLA,Dodla Dairy Limited,INE021O01019,NSE
DOLATALGO,Dolat Algotech Limited,INE966A01022,NSE
DOLLAR,Dollar Industries Limited,INE325C01035,NSE
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,NSE
DOMS,DOMS Industries Limited,INE321T01012,NSE
DONEAR,Donear Industries Limited,INE668D01028,NSE
DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019,NSE
DPSCLimited,DPSC Limited,INE360C01024,NSE
DPWIRES,D P Wires Limited,INE864X01013,NSE
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,NSE
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,NSE
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,NSE
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,NSE
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,NSE
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,NSE
DUCON,Ducon Infratechnologies Limited,INE741L01018,NSE
DVL,Dhunseri Ventures Limited,INE477B01010,NSE
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,NSE
DYCL,Dynamic Cables Limited,INE600Y01019,NSE
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,NSE
DYNPRO,Dynemic Products Limited,INE256H01015,NSE
E2E,E2E Networks Limited,INE255Z01019,NSE
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,NSE
EBGNG,GNG Electronics Limited,INE18JU01028,NSE
ECLERX,eClerx Services Limited,INE738I01010,NSE
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,NSE
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,NSE
EFCIL,EFC (I) Limited,INE886D01026,NSE
EICHERMOT,Eicher Motors Limited,INE066A01021,NSE
EIDPARRY,EID Parry India Limited,INE126A01031,NSE
EIEL,Enviro Infra Engineers Limited,INE0LLY01014,NSE
EIFFL,Euro India Fresh Foods Limited,INE546V01010,NSE
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,NSE
EIHOTEL,EIH Limited,INE230A01023,NSE
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,NSE
EKC,Everest Kanto Cylinder Limited,INE184H01027,NSE
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,NSE
ELECON,Elecon Engineering Company Limited,INE205B01031,NSE
ELECTCAST,Electrosteel Castings Limited,INE086A01029,NSE
ELECTHERM,Electrotherm (India) Limited,INE822G01016,NSE
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,NSE
ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,NSE
ELIN,Elin Electronics Limited,INE050401020,NSE
ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,NSE
EMAMILimited,Emami Limited,INE548C01032,NSE
EMAMIPAP,Emami Paper Mills Limited,INE830C01026,NSE
EMAMIREAL,Emami Realty Limited,INE778K01012,NSE
EMBDL,Embassy Developments Limited,INE069I01010,NSE
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,NSE
EMIL,Electronics Mart India Limited,INE02YR01019,NSE
EMKAY,Emkay Global Financial Services Limited,INE296H01011,NSE
EMMBI,Emmbi Industries Limited,INE753K01015,NSE
EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,NSE
EMSLIMITED,EMS Limited,INE0OV601013,NSE
EMUDHRA,eMudhra Limited,INE01QM01018,NSE
ENDURANCE,Endurance Technologies Limited,INE913H01037,NSE
ENERGYDEV,Energy Development Company Limited,INE306C01019,NSE
ENGINERSIN,Engineers India Limited,INE510A01028,NSE
ENIL,Entertainment Network (India) Limited,INE265F01028,NSE
ENRIN,Siemens Energy India Limited,INE1NPP01017,NSE
ENTERO,Entero Healthcare Solutions Limited,INE010601016,NSE
EPACK,EPACK Durable Limited,INE0G5901015,NSE
EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,NSE
EPIGRAL,Epigral Limited,INE071N01016,NSE
EPL,EPL Limited,INE255A01020,NSE
EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035,NSE
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,NSE
ERIS,Eris Lifesciences Limited,INE406M01024,NSE
ESABINDIA,Esab India Limited,INE284A01012,NSE
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,NSE
ESCORTS,Escorts Kubota Limited,INE042A01014,NSE
ESSARSHPNG,Essar Shipping Limited,INE122M01019,NSE
ESSENTIA,Integra Essentia Limited,INE418N01035,NSE
ESTER,Ester Industries Limited,INE778B01029,NSE
ETERNAL,ETERNAL LIMITED,INE758T01015,NSE
ETHOSLimited,Ethos Limited,INE04TZ01018,NSE
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,NSE
EUROBOND,Euro Panel Products Limited,INE505V01016,NSE
EUROPRATIK,Euro Pratik Sales Limited,INE198501012,NSE
EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012,NSE
EVEREADY,Eveready Industries India Limited,INE128A01029,NSE
EVERESTIND,Everest Industries Limited,INE295A01018,NSE
EXCEL,Excel Realty N Infra Limited,INE688J01023,NSE
EXCELINDUS,Excel Industries Limited,INE369A01029,NSE
EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,NSE
EXICOM,Exicom Tele-Systems Limited,INE777F01014,NSE
EXIDEIND,Exide Industries Limited,INE302A01020,NSE
EXPLEOSOL,Expleo Solutions Limited,INE201K01015,NSE
EXXARO,Exxaro Tiles Limited,INE0GFE01026,NSE
FABTECH,Fabtech Technologies Limited,INE0HF201011,NSE
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,NSE
FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011,NSE
FAZE3Q,Faze Three Limited,INE963C01033,NSE
FCL,Fineotex Chemical Limited,INE045J01034,NSE
FCSSOFT,FCS Software Solutions Limited,INE512B01022,NSE
FDC,FDC Limited,INE258B01022,NSE
FEDERALBNK,The Federal Bank  Limited,INE171A01029,NSE
FEDFINA,Fedbank Financial Services Limited,INE007N01010,NSE
FEL,Future Enterprises Limited,INE623B01027,NSE
FIBERWEB,Fiberweb (India) Limited,INE296C01020,NSE
FIEMIND,Fiem Industries Limited,INE737H01014,NSE
FILATEX,Filatex India Limited,INE816B01035,NSE
FILATFASH,Filatex Fashions Limited,INE185E01021,NSE
FINCABLES,Finolex Cables Limited,INE235A01022,NSE
FINEORG,Fine Organic Industries Limited,INE686Y01026,NSE
FINKURVE,Finkurve Financial Services Limited,INE734I01027,NSE
FINOPB,Fino Payments Bank Limited,INE02NC01014,NSE
FINPIPE,Finolex Industries Limited,INE183A01024,NSE
FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,NSE
FISCHER,Fischer Medical Ventures Limited,INE771F01041,NSE
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,NSE
FLAIR,Flair Writing Industries Limited,INE00Y201027,NSE
FLEXITUFF,Flexituff Ventures International Limited,INE060J01017,NSE
FLFL,Future Lifestyle Fashions Limited,INE452O01016,NSE
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,NSE
FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010,NSE
FMNL,Future Market Networks Limited,INE360L01017,NSE
FOCUS,Focus Lighting and Fixtures Limited,INE593W01028,NSE
FOODSIN,Foods & Inns Limited,INE976E01023,NSE
FORCEMOT,FORCE MOTORS Limited,INE451A01017,NSE
FORTIS,Fortis Healthcare Limited,INE061F01013,NSE
FOSECOIND,Foseco India Limited,INE519A01011,NSE
FSL,Firstsource Solutions Limited,INE684F01012,NSE
FUSION,Fusion Finance Limited,INE139R01012,NSE
GABRIEL,Gabriel India Limited,INE524A01029,NSE
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,NSE
GAIL,GAIL (India) Limited,INE129A01019,NSE
GALAPREC,Gala Precision Engineering Limited,INE0RE001014,NSE
GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,NSE
GALLANTT,Gallantt Ispat Limited,INE297H01019,NSE
GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,NSE
GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027,NSE
GANECOS,Ganesha Ecosphere Limited,INE845D01014,NSE
GANESHBE,Ganesh Benzoplast Limited,INE388A01029,NSE
GANESHCP,Ganesh Consumer Products Limited,INE652V01016,NSE
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,NSE
GANGAFORGE,Ganga Forging Limited,INE691Z01023,NSE
GANGESSECU,Ganges Securities Limited,INE335W01016,NSE
GARFIBRES,Garware Technical Fibres Limited,INE276A01018,NSE
GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026,NSE
GATECH,GACM Technologies Limited,INE224E01028,NSE
GATEWAY,Gateway Distriparks Limited,INE079J01017,NSE
GAYAHWS,Gayatri Highways Limited,INE287Z01012,NSE
GCSL,Gretex Corporate Services Limited,INE199P01028,NSE
GEECEE,GeeCee Ventures Limited,INE916G01016,NSE
GEEKAYWIRE,Geekay Wires Limited,INE669X01032,NSE
GEMAROMA,Gem Aromatics Limited,INE06XZ01023,NSE
GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,NSE
GENESYS,Genesys International Corporation Limited,INE727B01026,NSE
GENSOL,Gensol Engineering Limited,INE06H201014,NSE
GENUSPAPER,Genus Paper & Boards Limited,INE949P01018,NSE
GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,NSE
GEOJITFSL,Geojit Financial Services Limited,INE007B01023,NSE
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,NSE
GFLLIMITED,GFL Limited,INE538A01037,NSE
GHCL,GHCL Limited,INE539A01019,NSE
GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013,NSE
GICHSGFIN,GIC Housing Finance Limited,INE289B01019,NSE
GICRE,General Insurance Corporation of India,INE481Y01014,NSE
GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011,NSE
GILLETTE,Gillette India Limited,INE322A01010,NSE
GINNIFILA,Ginni Filaments Limited,INE424C01010,NSE
GIPCL,Gujarat Industries Power Company Limited,INE162A01010,NSE
GKENERGY,GK Energy Limited,INE1AG301022,NSE
GKSL,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,NSE
GKWLIMITED,GKW Limited,INE528A01020,NSE
GLAND,Gland Pharma Limited,INE068V01023,NSE
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NSE
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,NSE
GLFL,Gujarat Lease Financing Limited,INE540A01017,NSE
GLOBAL,Global Education Limited,INE291W01037,NSE
GLOBALE,Globale Tessile Limited,INE0URU01010,NSE
GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019,NSE
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,NSE
GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015,NSE
GLOBUSSPR,Globus Spirits Limited,INE615I01010,NSE
GLOSTERLimited,Gloster Limited,INE350Z01018,NSE
GLOTTIS,Glottis Limited,INE0TQE01026,NSE
GMBREW,GM Breweries Limited,INE075D01018,NSE
GMDCLimited,Gujarat Mineral Development Corporation Limited,INE131A01031,NSE
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,NSE
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,NSE
GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,NSE
GNA,GNA Axles Limited,INE934S01014,NSE
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NSE
GOACARBON,Goa Carbon Limited,INE426D01013,NSE
GOCLCORP,GOCL Corporation Limited,INE077F01035,NSE
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,NSE
GODAVARIB,Godavari Biorefineries Limited,INE497S01012,NSE
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,NSE
GODIGIT,Go Digit General Insurance Limited,INE03JT01014,NSE
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,NSE
GODREJCP,Godrej Consumer Products Limited,INE102D01028,NSE
GODREJIND,Godrej Industries Limited,INE233A01035,NSE
GODREJPROP,Godrej Properties Limited,INE484J01027,NSE
GOKEX,Gokaldas Exports Limited,INE887G01027,NSE
GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,NSE
GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,NSE
GOLDENTOBC,Golden Tobacco Limited,INE973A01010,NSE
GOLDIAM,Goldiam International Limited,INE025B01025,NSE
GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014,NSE
GOODLUCK,Goodluck India Limited,INE127I01024,NSE
GOPAL,Gopal Snacks Limited,INE0L9R01028,NSE
GOYALALUM,Goyal Aluminiums Limited,INE705X01026,NSE
GPIL,Godawari Power And Ispat limited,INE177H01039,NSE
GPPL,Gujarat Pipavav Port Limited,INE517F01014,NSE
GPTHEALTH,GPT Healthcare Limited,INE486R01017,NSE
GPTINFRA,GPT Infraprojects Limited,INE390G01014,NSE
GRANULES,Granules India Limited,INE101D01020,NSE
GRAPHITE,Graphite India Limited,INE371A01025,NSE
GRASIM,Grasim Industries Limited,INE047A01021,NSE
GRAVITA,Gravita India Limited,INE024L01027,NSE
GREAVESCOT,Greaves Cotton Limited,INE224A01026,NSE
GREENLAM,Greenlam Industries Limited,INE544R01021,NSE
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,NSE
GREENPLY,Greenply Industries Limited,INE461C01038,NSE
GREENPOWER,Orient Green Power Company Limited,INE999K01014,NSE
GRINDWELL,Grindwell Norton Limited,INE536A01023,NSE
GRINFRA,G R Infraprojects Limited,INE201P01022,NSE
GRMOVER,GRM Overseas Limited,INE192H01020,NSE
GROBTEA,The Grob Tea Company Limited,INE646C01018,NSE
GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,NSE
GRPLimited,GRP Limited,INE137I01015,NSE
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NSE
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,NSE
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NSE
GSLSU,Global Surfaces Limited,INE0JSX01015,NSE
GSPL,Gujarat State Petronet Limited,INE246F01010,NSE
GSS,GSS Infotech Limited,INE871H01011,NSE
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012,NSE
GTL,GTL Limited,INE043A01012,NSE
GTLINFRA,GTL Infrastructure Limited,INE221H01019,NSE
GTPL,GTPL Hathway Limited,INE869I01013,NSE
GUFICBIO,Gufic Biosciences Limited,INE742B01025,NSE
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,NSE
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,NSE
GUJGASLimited,Gujarat Gas Limited,INE844O01030,NSE
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,NSE
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,NSE
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,NSE
GULFPETRO,GP Petroleums Limited,INE586G01017,NSE
GULPOLY,Gulshan Polyols Limited,INE255D01024,NSE
GVKPIL,GVK Power & Infrastructure Limited,INE251H01024,NSE
GVPIL,GE Power India Limited,INE878A01011,NSE
GVPTECH,GVP Infotech Limited,INE382T01030,NSE
GVT&D,GE Vernova T&D India Limited,INE200A01026,NSE
HAL,Hindustan Aeronautics Limited,INE066F01020,NSE
HALDER,Halder Venture Limited,INE115S01010,NSE
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,NSE
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,NSE
HAPPYFORGE,Happy Forgings Limited,INE330T01021,NSE
HARDWYN,Hardwyn India Limited,INE626Z01029,NSE
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,NSE
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,NSE
HARSHA,Harsha Engineers International Limited,INE0JUS01029,NSE
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,NSE
HATSUN,Hatsun Agro Product Limited,INE473B01035,NSE
HAVELLS,Havells India Limited,INE176B01034,NSE
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,NSE
HBLENGINE,HBL Engineering Limited,INE292B01021,NSE
HBSL,HB Stockholdings Limited,INE550B01022,NSE
HCC,Hindustan Construction Company Limited,INE549A01026,NSE
HCG,Healthcare Global Enterprises Limited,INE075I01017,NSE
HCL-INSYS,HCL Infosystems Limited,INE236A01020,NSE
HCLTECH,HCL Technologies Limited,INE860A01027,NSE
HDBFS,HDB Financial Services Limited,INE756I01012,NSE
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,NSE
HDFCBANK,HDFC Bank Limited,INE040A01034,NSE
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,NSE
HDIL,Housing Development and Infrastructure Limited,INE191I01012,NSE
HEADSUP,Heads UP Ventures Limited,INE759V01019,NSE
HECPROJECT,HEC Infra Projects Limited,INE558R01013,NSE
HEG,HEG Limited,INE545A01024,NSE
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,NSE
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,NSE
HERANBA,Heranba Industries Limited,INE694N01015,NSE
HERITGFOOD,Heritage Foods Limited,INE978A01027,NSE
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,NSE
HESTERBIO,Hester Biosciences Limited,INE782E01017,NSE
HEUBACHIND,Heubach Colorants India Limited,INE492A01029,NSE
HEXATRADEX,Hexa Tradex Limited,INE750M01017,NSE
HEXT,Hexaware Technologies Limited,INE093A01041,NSE
HFCL,HFCL Limited,INE548A01028,NSE
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,NSE
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,NSE
HGS,Hinduja Global Solutions Limited,INE170I01016,NSE
HIKAL,Hikal Limited,INE475B01022,NSE
HILINFRA,Highway Infrastructure Limited,INE00RL01028,NSE
HILTON,Hilton Metal Forging Limited,INE788H01017,NSE
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,NSE
HINDALCO,Hindalco Industries Limited,INE038A01020,NSE
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,NSE
HINDCON,Hindcon Chemicals Limited,INE642Y01029,NSE
HINDCOPPER,Hindustan Copper Limited,INE531E01026,NSE
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,NSE
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,NSE
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,NSE
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,NSE
HINDZINC,Hindustan Zinc Limited,INE267A01025,NSE
HIRECT,Hind Rectifiers Limited,INE835D01023,NSE
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,NSE
HITECH,Hi-Tech Pipes Limited,INE106T01025,NSE
HITECHCORP,Hitech Corporation Limited,INE120D01012,NSE
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,NSE
HLEGLAS,HLE Glascoat Limited,INE461D01028,NSE
HLVLimited,HLV LIMITED,INE102A01024,NSE
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,NSE
HMT,HMT Limited,INE262A01018,NSE
HMVL,Hindustan Media Ventures Limited,INE871K01015,NSE
HNDFDS,Hindustan Foods Limited,INE254N01026,NSE
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,NSE
HONASA,Honasa Consumer Limited,INE0J5401028,NSE
HONAUT,Honeywell Automation India Limited,INE671A01010,NSE
HONDAPOWER,Honda India Power Products Limited,INE634A01018,NSE
HPAL,HP Adhesives Limited,INE0GSL01024,NSE
HPIL,Hindprakash Industries Limited,INE05X901010,NSE
HPL,HPL Electric & Power Limited,INE495S01016,NSE
HSCL,Himadri Speciality Chemical Limited,INE019C01026,NSE
HTMEDIA,HT Media Limited,INE501G01024,NSE
HUBTOWN,Hubtown Limited,INE703H01016,NSE
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,NSE
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,NSE
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,NSE
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,NSE
IBULLSLimited,Indiabulls Limited,INE126M01010,NSE
ICDSLimited,ICDS Limited,INE613B01010,NSE
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,NSE
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,NSE
