SYMBOL,NAME OF COMPANY, ISIN NUMBER,Exchange
LIKHAMI,Likhami Consulting Limited,INE920T01011,BSE
MIL,Medico Intercontinental Limited,INE858Q01019,BSE
YASHCHEM,Yash Chemex Limited,INE571U01010,BSE
NV20IETF,ICICI Prudential Nifty50 Value 20 ETF,INF109KC11V0,BSE
BAZELINTER,Bazel International Limited,INE217E01014,BSE
JLL,Jindal Leasefin Limited,INE919T01013,BSE
TAALTECH,TAAL Tech Limited,INE524T01011,BSE
ZEAL,Zeal Aqua Limited,INE819S01025,BSE
MIDSELIETF,ICICI Prudential BSE Midcap Select ETF,INF109KC10W0,BSE
SIDH,Sidh Automobiles Limited,INE403L01015,BSE
HUIL,Hindusthan Urban Infrastructure Limited,INE799B01017,BSE
TITAANIUM,Titaanium Ten Enterprise Limited,INE120V01014,BSE
CFEL,Confidence Futuristic Energetech Limited,INE700F01024,BSE
KPL,Kwality Pharmaceuticals Limited,INE552U01010,BSE
EASTWEST,East West Freight Carriers Limited,INE595R01023,BSE
BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF,INF209KB10E8,BSE
COLORCHIPS,Colorchips New Media Limited,INE621I01042,BSE
LAHL,Ladam Affordable Housing Limited,INE213U01019,BSE
GOLDENCREST,Golden Crest Education & Services Limited,INE222U01010,BSE
ECS,ECS Biztech Limited,INE925Q01024,BSE
AMS,AMS Polymers Limited,INE345U01019,BSE
SHIVAEXPO,Shiva Granito Export Limited,INE191V01015,BSE
MITSU,Mitsu Chem Plast Limited,INE317V01016,BSE
SPRAYKING,Sprayking Limited,INE537U01037,BSE
DHATRE,Dhatre Udyog Limited,INE715T01031,BSE
RSTL,Riddhi Steel and Tube Limited,INE367U01013,BSE
GAMCO,Gamco Limited,INE890S01026,BSE
SIIL,Sabrimala Industries India Limited,INE400R01018,BSE
IISL,Ishaan Infrastructures and Shelters Limited,INE818R01011,BSE
ARCFIN,ARC Finance Limited,INE202R01026,BSE
SAGARSOFT,Sagarsoft (India) Limited,INE184B01012,BSE
DRA,DRA Consultants Limited,INE746V01016,BSE
ACML,Aditya Consumer Marketing Limited,INE427V01013,BSE
SHASHIJIT,Shashijit Infraprojects Limited,INE700V01021,BSE
BINDALEXPO,Bindal Exports Limited,INE564V01013,BSE
MHEL,Mewar Hi-Tech Engineering Limited,INE957U01011,BSE
DIKSAT,Diksat Transworld Limited,INE942P01013,BSE
IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,INF194KA1T91,BSE
PURPLE,Purple Entertainment Limited,INE905R01016,BSE
SUPRAPFSL,Supra Pacific Financial Services Limited,INE268T01015,BSE
SOUTHERNIN,Southern Infoconsultants Limited,INE298B01010,BSE
REGENCY,Regency Fincorp Limited,INE964R01013,BSE
SALEM,Salem Erode Investments Limited,INE894E01028,BSE
UPROTECH,Unipro Technologies Limited,INE448F01012,BSE
FRANKLININD,Franklin Industries Limited,INE789R01022,BSE
LKPSEC,LKP Securities Limited,INE341H01023,BSE
OSIAJEE,Osiajee Texfab Limited,INE186R01013,BSE
CMBL,Corporate Merchant Bankers Limited,INE850R01014,BSE
EIKO,Eiko Lifesciences Limited,INE666Q01016,BSE
SHASHANK,Shashank Traders Limited,INE508R01018,BSE
NEWLIGHT,New Light Industries Limited,INE835U01027,BSE
VSL,Viram Suvarn Limited,INE607V01028,BSE
MTPL,Marg Techno Projects Limited,INE245H01018,BSE
SHANGAR,Shangar Decor Limited,INE118R01032,BSE
GLCL,Globe Commercials Limited,INE804Q01013,BSE
FLORACORP,Flora Corporation Limited,INE318U01016,BSE
SKL,Super Fine Knitters Limited,INE459U01018,BSE
RAIDEEPIND,Raideep Industries Limited,INE923R01019,BSE
CFL,Classic Filaments Limited,INE181U01018,BSE
SUERYAAKNI,Sueryaa Knitwear Limited,INE249U01013,BSE
TANVI,Tanvi Foods (India) Limited,INE978V01015,BSE
RMC,RMC Switchgears Limited,INE655V01019,BSE
PARMAX,Parmax Pharma Limited,INE240T01014,BSE
LLFICL,Leading Leasing Finance And Investment Company Limited,INE715Q01029,BSE
DANUBE,Danube Industries Limited,INE575D01041,BSE
IFL,IFL Enterprises Limited,INE714U01024,BSE
ONTIC,Ontic Finserve Limited,INE989S01042,BSE
CHEMCRUX,Chemcrux Enterprises Limited,INE298W01016,BSE
MAXIMUS,Maximus International Limited,INE544W01021,BSE
MANAS,Manas Properties Limited,INE800W01019,BSE
PRIMEFRESH,Prime Fresh Limited,INE442V01012,BSE
OCEANIC,Oceanic Foods Limited,INE711V01010,BSE
OCTAWARE,Octaware Technologies Limited,INE208U01019,BSE
ESCORP,Escorp Asset Management Limited,INE953W01016,BSE
PARMSILK,Parmeshwari Silk Mills Limited,INE808R01012,BSE
KMSMEDI,KMS Medisurgi Limited,INE870V01014,BSE
CLFL,Classic Leasing & Finance Limited,INE949C01016,BSE
STARLENT,Starlineps Enterprises Limited,INE594W01042,BSE
KANUNGO,Kanungo Financiers Limited,INE453S01015,BSE
MEERA,Meera Industries Limited,INE343X01018,BSE
BGJL,Bhakti Gems and Jewellery Limited,INE986W01016,BSE
VARIMAN,Variman Global Enterprises Limited,INE717F01028,BSE
RIDDHICORP,Riddhi Corporate Services Limited,INE325X01015,BSE
CONTAINER,Containerway International Limited,INE319U01022,BSE
LOWVOLIETF,ICICI Prudential Nifty 100 Low Volatility 30 ETF,INF109KC19U5,BSE
GEL,Gautam Exim Limited,INE721X01015,BSE
GGENG,G G Engineering Limited,INE694X01030,BSE
7NR,7NR Retail Limited,INE413X01035,BSE
JIGAR,Jigar Cables Limited,INE943X01015,BSE
CTCL,Captain Technocast Limited,INE931X01010,BSE
GSTL,Globalspace Technologies Limited,INE632W01016,BSE
NEXT50BETA,UTI Nifty Next 50 ETF,INF789F1AUW9,BSE
CHOTHANI,Chothani Foods Limited,INE344X01016,BSE
SMRUTHIORG,Smruthi Organics Limited,INE172E01011,BSE
SHISHIND,Shish Industries Limited,INE145Y01023,BSE
ANG,ANG Lifesciences India Limited,INE236W01016,BSE
KCDGROUP,KCD Industries India Limited,INE185U01035,BSE
PROCLB,Pro Clb Global Limited,INE438C01010,BSE
PQIF,Polo Queen Industrial and Fintech Limited,INE689M01025,BSE
AAYUSHBULL,Aayush Art And Bullion Limited,INE777X01017,BSE
TTFL,Trident Texofab Limited,INE071Y01013,BSE
POOJA,Poojawestern Metaliks Limited,INE973X01012,BSE
SAYAJIIND,Sayaji Industries Limited,INE327G01032,BSE
VANTABIO,Vanta Bioscience Limited,INE695X01011,BSE
MEHAI,Mehai Technology Limited,INE062Y01020,BSE
SGRL,Shree Ganesh Remedies Limited,INE414Y01015,BSE
STL,Shreeji Translogistics Limited,INE402Y01028,BSE
KAARYAFSL,Kaarya Facilities and Services Limited,INE282Y01016,BSE
SBRANDS,Sanghvi Brands Limited,INE204Y01010,BSE
SHARIKA,Sharika Enterprises Limited,INE669Y01022,BSE
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,INF109KB15Y7,BSE
ASPIRA,Aspira Pathlab & Diagnostics Limited,INE500C01017,BSE
RATNABHUMI,Ratnabhumi Developers Limited,INE821Y01011,BSE
MRCAGRO,MRC Agrotech Limited,INE333Y01017,BSE
DML,Diggi Multitrade Limited,INE158R01012,BSE
CRYSTAL,Crystal Business System Limited,INE994R01028,BSE
CHANDRIMA,Chandrima Mercantiles Limited,INE371F01024,BSE
RITHWIKFMS,Rithwik Facility Management Services Limited,INE819Y01015,BSE
JFL,Jhandewalas Foods Limited,INE841Y01019,BSE
7SEASL,7Seas Entertainment Limited,INE454F01010,BSE
TIRUFOAM,Tirupati Foam Limited,INE115G01015,BSE
SRUSTEELS,SRU Steels Limited,INE425C01017,BSE
GGL,Gautam Gems Limited,INE063Z01017,BSE
GUJHYSPIN,Gujarat Hy-Spin Limited,INE578V01013,BSE
KENVI,Kenvi Jewels Limited,INE923Y01023,BSE
IWP,The Indian Wood Products Company Limited,INE586E01020,BSE
TDSL,Tasty Dairy Specialities Limited,INE773Y01014,BSE
BHATIA,Bhatia Communications & Retail (India) Limited,INE341Z01025,BSE
YSL,The Yamuna Syndicate Limited,INE868X01014,BSE
KANCOTEA,Kanco Tea & Industries Limited,INE398L01017,BSE
ANGEL,Angel Fibers Limited,INE339Z01011,BSE
INFLAME,Inflame Appliances Limited,INE464Z01017,BSE
BPLPHARMA,Bharat Parenterals Limited,INE365Y01019,BSE
SHREESHAY,Shreeshay Engineers Limited,INE452Z01012,BSE
ACFL,Apex Capital And Finance Limited,INE758W01019,BSE
ACTIVE,Active Clothing Co Limited,INE380Z01015,BSE
BENARA,Benara Bearings and Pistons Limited,INE495Z01011,BSE
LEX,Lex Nimble Solutions Limited,INE860Y01019,BSE
TRL,Taylormade Renewables Limited,INE459Z01017,BSE
DLCL,Dr Lalchandani Labs Limited,INE871Z01013,BSE
BSE500IETF,ICICI Prudential BSE 500 ETF,INF109KC1V59,BSE
MILEFUR,Milestone Furniture Limited,INE424Z01011,BSE
UHZAVERI,U. H. Zaveri Limited,INE556Z01010,BSE
PARVATI,Parvati Sweetners and Power Limited,INE295Z01015,BSE
INNOVATORS,Innovators Facade Systems Limited,INE870Z01015,BSE
UCIL,Unifinz Capital India Limited,INE926R01012,BSE
PALMJEWELS,Palm Jewels Limited,INE838Z01012,BSE
WAA,Waa Solar Limited,INE799N01012,BSE
UNICK,Unick Fix-A-Form And Printers Limited,INE250G01010,BSE
RAJNISH,Rajnish Wellness Limited,INE685Z01033,BSE
GUJWIND,Gujarat Winding Systems Limited,INE173V01013,BSE
STRAEXPO,Sophia Traexpo Limited,INE268X01017,BSE
RAWEDGE,Raw Edge Industrial Solutions Limited,INE960Z01014,BSE
SUPERSHAKT,Supershakti Metaliks Limited,INE00SY01011,BSE
ASHNI,Ashnisha Industries Limited,INE694W01024,BSE
RACONTEUR,Raconteur Global Resources Limited,INE00WY01013,BSE
VIVANTA,Vivanta Industries Limited,INE299W01022,BSE
FRATELLI,Fratelli Vineyards Limited,INE401Z01019,BSE
AMINTAN,Amin Tannery Limited,INE572Z01017,BSE
DEEP,Deep Polymers Limited,INE00IY01012,BSE
SMEL,Sungold Media and Entertainment Limited,INE266S01011,BSE
NEXT50IETF,ICICI Prudential Nifty Next 50 ETF,INF109KC1NS5,BSE
ASRL,Add-Shop ERetail Limited,INE01B501018,BSE
SPACEINCUBA,Space Incubatrics Technologies Limited,INE797Z01028,BSE
RANJEET,Ranjeet Mechatronics Limited,INE01A501027,BSE
SETFSN50,SBI - ETF - SENSEX NEXT 50,INF200KA1VQ2,BSE
MACH,Mac Hotels Limited,INE004Z01011,BSE
INNOVATIVE,Innovative Ideals and Services (India) Limited,INE492Y01011,BSE
A1L,A-1 Limited,INE911Z01025,BSE
DOLFIN,Dolfin Rubbers Limited,INE666Y01010,BSE
SHUBHAM,Shubham Polyspin Limited,INE01J501010,BSE
SUNRETAIL,Sun Retail Limited,INE206Z01020,BSE
SMGOLD,S. M. Gold Limited,INE00Q901014,BSE
VIVIDM,Vivid Mercantile Limited,INE647Z01025,BSE
BCPL,BCPL Railway Infrastructure Limited,INE00SW01015,BSE
PHOSPHATE,The Phosphate Company Limited,INE398C01016,BSE
NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),INF769K01EG9,BSE
RONI,Roni Households Limited,INE02AP01013,BSE
SKIFL,Shree Krishna Infrastructure Limited,INE951Z01013,BSE
DGL,Diksha Greens Limited,INE01GR01018,BSE
ARYAN,Aryan Share and Stock Brokers Limited,INE016X01010,BSE
NIVAKA,Nivaka Fashions Limited,INE139E01028,BSE
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,INF209KB16D7,BSE
DECCAN,Deccan Health Care Limited,INE452W01019,BSE
HIKLASS,Hi-Klass Trading and Investment Limited,INE302R01024,BSE
SPACAPS,SPA Capital Services Limited,INE726X01014,BSE
JONJUA,Jonjua Overseas Limited,INE793Z01027,BSE
KRANTI,Kranti Industries Limited,INE911T01010,BSE
GLEAM,Gleam Fabmat Limited,INE03CM01014,BSE
MAHIP,Mahip Industries Limited,INE00CX01017,BSE
SNXT50BETA,UTI BSE Sensex Next 50 ETF,INF789F1AUU3,BSE
AIHL,Ambassador Intra Holdings Limited,INE342U01016,BSE
JYOTIN,Jyot International Marketing Limited,INE043R01016,BSE
AGOL,Ashapuri Gold Ornament Limited,INE05FR01029,BSE
HBEL,Humming Bird Education Limited,INE02PC01027,BSE
ROOPSHRI,Roopshri Resorts Limited,INE03WT01017,BSE
CHANDNIMACH,Chandni Machines Limited,INE01GZ01011,BSE
NSL,Northern Spirits Limited,INE01BL01012,BSE
VRFILMS,V R Films & Studios Limited,INE06LG01010,BSE
GKP,G. K. P. Printing & Packaging Limited,INE05QJ01015,BSE
EVANS,Evans Electric Limited,INE06TD01010,BSE
BMW,BMW Industries Limited,INE374E01021,BSE
AEPL,Artemis Electricals and Projects Limited,INE757T01025,BSE
CHCL,Cian Healthcare Limited,INE05BN01019,BSE
DEL,Dhanashree Electronics Limited,INE413F01016,BSE
HARISH,Harish Textile Engineers Limited,INE01K301012,BSE
PARSHVA,Parshva Enterprises Limited,INE05MV01019,BSE
ARL,Anand Rayons Limited,INE02GA01012,BSE
MURAE,Murae Organisor Limited,INE060601031,BSE
CPML,City Pulse Multiventures Limited,INE056001014,BSE
SKIEL,SK International Export Limited,INE04ST01013,BSE
BANKIETF,ICICI Prudential Nifty Bank ETF,INF109KC15I8,BSE
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,INF204KB15D0,BSE
PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,INF109KC18U7,BSE
TRANSPACT,Transpact Enterprises Limited,INE06YD01010,BSE
ALPHALOGIC,Alphalogic Techsys Limited,INE08E401029,BSE
NOVATEOR,Novateor Research Laboratories Limited,INE08JY01013,BSE
MISQUITA,Misquita Engineering Limited,INE957W01025,BSE
GALACTICO,Galactico Corporate Services Limited,INE906Y01028,BSE
VEL,Vaxfab Enterprises Limited,INE560T01015,BSE
GOBLIN,Goblin India Limited,INE492Z01018,BSE
SHAHLON,Shahlon Silk Industries Limited,INE052001026,BSE
ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,INF209KB17D5,BSE
MOUNT,Mount Housing and Infrastructure Limited,INE444X01014,BSE
ANUROOP,Anuroop Packaging Limited,INE490Z01012,BSE
EASUN,Easun Capital Markets Limited,INE771C01014,BSE
VALENCIA,Valencia Nutrition Limited,INE08RT01016,BSE
ASSAMENT,Assam Entrade Limited,INE165G01010,BSE
GIANLIFE,Gian Life Care Limited,INE063601012,BSE
MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF,INF109KC11W8,BSE
NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),INF769K01FN2,BSE
TRANWAY21,Tranway21 Technologies Limited,INE0BIW01023,BSE
VARDHANCFL,Vardhan Capital & Finance Limited,INE128G01018,BSE
CBPL,Chandra Bhagat Pharma Limited,INE07QQ01016,BSE
OCTAVIUSPL,Octavius Plantations Limited,INE117S01016,BSE
SMAUTO,SM Auto Stamping Limited,INE0C4I01011,BSE
ROJL,RO Jewels Limited,INE0BDU01028,BSE
COSPOWER,Cospower Engineering Limited,INE0CQB01010,BSE
NIRMITEE,Nirmitee Robotics India Limited,INE0CPQ01010,BSE
NATURAL,Natural Biocon (India) Limited,INE06MM01016,BSE
REGIS,Regis Industries Limited,INE745R01024,BSE
BILLWIN,Billwin Industries Limited,INE0CRS01012,BSE
BONLON,Bonlon Industries Limited,INE0B9A01018,BSE
ALPL30IETF,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,INF109KC17V7,BSE
ITIETF,ICICI Prudential Nifty IT ETF,INF109KC16I6,BSE
HDFCNIFBAN,HDFC Nifty Banking ETF,INF179KC1HY0,BSE
BANKBETA,UTI NIFTY BANK ETF,INF789F1AUV1,BSE
SAMRATFORG,Samrat Forgings Limited,INE412J01010,BSE
ADVAIT,Advait Energy Transitions Limited,INE0ALI01010,BSE
GMPL,G M Polyplast Limited,INE0E2801015,BSE
VGIL,Veer Global Infraconstruction Limited,INE244W01010,BSE
SHINEFASH,Shine Fashions (India) Limited,INE0BLY01023,BSE
ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF,INF769K01GS9,BSE
NETPIX,Net Pix Shorts Digital Media Limited,INE0D5F01013,BSE
INFRABEES,Nippon India ETF Nifty Infrastructure BeES,INF732E01268,BSE
RFLL,Rita Finance and Leasing Limited,INE018S01016,BSE
MRP,MRP Agro Limited,INE0D7801012,BSE
NIKSTECH,Niks Technology Limited,INE0GX601011,BSE
EKI,EKI Energy Services Limited,INE0CPR01018,BSE
RCAN,Rajeshwari Cans Limited,INE0CQ101015,BSE
JETMALL,Jetmall Spices and Masala Limited,INE0D9X01018,BSE
KGES,Kuberan Global Edu Solutions Limited,INE04CO01018,BSE
MAFANG,Mirae Asset NYSE FANG+ ETF,INF769K01HF4,BSE
HEALTHIETF,ICICI Prudential Nifty Healthcare ETF,INF109KC1Q72,BSE
ADESHWAR,Adeshwar Meditex Limited,INE0H8J01015,BSE
TIMESGREEN,Times Green Energy (India) Limited,INE0B6101012,BSE
AAPLUSTRAD,AA Plus Tradelink Limited,INE0C5901022,BSE
BFSI,Mirae Asset Nifty Financial Services ETF,INF769K01HI8,BSE
FMCGIETF,ICICI Prudential Nifty FMCG ETF,INF109KC19V3,BSE
SHARPLINE,Sharpline Broadcast Limited,INE647W01014,BSE
AASHKA,Aashka Hospitals Limited,INE0EAX01014,BSE
AXISTECETF,Axis NIFTY IT ETF,INF846K01Y96,BSE
AXISHCETF,Axis NIFTY Healthcare ETF,INF846K01Z12,BSE
NBL,Naapbooks Limited,INE0GOA01018,BSE
POBS,PlatinumOne Business Services Limited,INE0DTJ01015,BSE
AXISCETF,Axis NIFTY India Consumption ETF,INF846K016C7,BSE
PREVEST,Prevest Denpro Limited,INE0GAO01018,BSE
MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,INF769K01HP3,BSE
SBLI,SBL Infratech Limited,INE0DLM01024,BSE
GETALONG,Getalong Enterprise Limited,INE0H1201020,BSE
SVRL,Shri Venkatesh Refineries Limited,INE0HLJ01013,BSE
PROMAX,Promax Power Limited,INE0I2F01015,BSE
SAMOR,Samor Reality Limited,INE0GD201014,BSE
ADISHAKTI,Adishakti Loha and Ispat Limited,INE0CWK01019,BSE
CWD,CWD Limited,INE0H8H01019,BSE
CONSUMIETF,ICICI Prudential Nifty India Consumption ETF,INF109KC1V42,BSE
EQUAL50ADD,DSP Nifty 50 Equal Weight ETF,INF740KA1QK2,BSE
SGFRL,Suyog Gurbaxani Funicular Ropeways Limited,INE07GA01011,BSE
OMNIPOTENT,Omnipotent Industries Limited,INE0JFE01012,BSE
DMR,DMR Engineering Limited,INE07L501010,BSE
MAHKTECH,Mirae Asset Hang Seng TECH ETF,INF769K01HS7,BSE
CLARA,Clara Industries Limited,INE0JJS01014,BSE
WITS,Wherrelz IT Solutions Limited,INE0IM001015,BSE
MONQ50,Motilal Oswal Nasdaq Q 50 ETF,INF247L01AU3,BSE
MIDQ50ADD,DSP Nifty Midcap 150 Quality 50 ETF,INF740KA1QL0,BSE
NIFTYADD,DSP Nifty 50 ETF,INF740KA1CL0,BSE
ASCENSIVE,Ascensive Educare Limited,INE0E4I01027,BSE
FABINO,Fabino Enterprises Limited,INE0DRT01018,BSE
AUTOIETF,ICICI Prudential Nifty Auto ETF,INF109KC10V2,BSE
ALKOSIGN,Alkosign Limited,INE0KA601012,BSE
MAKEINDIA,Mirae Asset Nifty India Manufacturing ETF,INF769K01IB1,BSE
QRIL,Quality RO Industries Limited,INE0KAF01018,BSE
SSTL,Safa Systems & Technologies Limited,INE0JNA01014,BSE
SPITZE,Maruti Interior Products Limited,INE0JSJ01014,BSE
MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,INF247L01BK2,BSE
TECH,Aditya Birla Sunlife Nifty IT ETF,INF209KB11D8,BSE
HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,INF209KB10C2,BSE
BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF,INF209KB19D1,BSE
EKENNIS,Ekennis Software Service Limited,INE0KCM01010,BSE
MIDCAPETF,Mirae Asset Nifty Midcap 150 ETF,INF769K01IC9,BSE
BCCL,Bhatia Colour Chem Limited,INE0KQ001017,BSE
ACHYUT,Achyut Healthcare Limited,INE0K1401020,BSE
EVOQ,Evoq Remedies Limited,INE0JVD01011,BSE
MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,INF247L01BL0,BSE
SEML,Sunrise Efficient Marketing Limited,INE0KPY01017,BSE
DHYAANITR,Dhyaani Tradeventtures Limited,INE0K5F01014,BSE
EIGHTY,Eighty Jewellers Limited,INE0KSN01014,BSE
SFSL,Shashwat Furnishing Solutions Limited,INE0JMN01019,BSE
GLHRL,Global Longlife Hospital and Research Limited,INE0J2K01014,BSE
FONE4,Fone4 Communications (India) Limited,INE0L3H01014,BSE
NVENTURES,Nanavati Ventures Limited,INE0E5R01017,BSE
TIERRA,Tierra Agrotech Limited,INE05CY01014,BSE
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Limited,INE0KXN01014,BSE
SCARNOSE,Scarnose International Limited,INE0IXR01019,BSE
GOEL,Goel Food Products Limited,INE0K6L01010,BSE
PGCRL,Pearl Green Clubs and Resorts Limited,INE0GTX01019,BSE
SAILANI,Sailani Tours N Travels Limited,INE0KHQ01010,BSE
KESAR,Kesar India Limited,INE0L1C01019,BSE
BRRL,B-Right Realestate Limited,INE0IZQ01016,BSE
JAYANT,Jayant Infratech Limited,INE0KR801019,BSE
VEERKRUPA,Veerkrupa Jewellers Limited,INE0ID001024,BSE
HEALTHYLIFE,Healthy Life Agritec Limited,INE0L3501015,BSE
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,INF247L01BB1,BSE
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,INF109KC17C7,BSE
HDFCNIF100,HDFC NIFTY 100 ETF,INF179KC1HR4,BSE
HDFCNEXT50,HDFC Mutual Fund,INF179KC1HS2,BSE
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,INF109KC16E5,BSE
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,INF209KB15K4,BSE
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,INF209KB14K7,BSE
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,INF247L01BE5,BSE
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,INF247L01BH8,BSE
OLATECH,Olatech Solutions Limited,INE0M3901015,BSE
NATURO,Naturo Indiabull Limited,INE0JNB01012,BSE
DPL,Dipna Pharmachem Limited,INE0MC401013,BSE
EPBIO,EP Biocomposites Limited,INE0D2I01014,BSE
VOEPL,Virtuoso Optoelectronics Limited,INE0I0T01010,BSE
SISL,Shantidoot Infra Services Limited,INE0LU301014,BSE
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,INF179KC1DL6,BSE
CONTAINE,Containe Technologies Limited,INE0M8901010,BSE
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,INF179KC1DJ0,BSE
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,INF179KC1DK8,BSE
MAFIA,Mafia Trends Limited,INE0KQQ01011,BSE
SRSOLimited,Silicon Rental Solutions Limited,INE0MNV01014,BSE
TLL,Trident Lifeline Limited,INE0MKA01014,BSE
REETECH,Reetech International Limited,INE0MKO01015,BSE
CARGOTRANS,Cargotrans Maritime Limited,INE0M4L01013,BSE
CNCRD,Concord Control Systems Limited,INE0N0J01014,BSE
INA,Insolation Energy Limited,INE0LGX01024,BSE
CARGOSOL,Cargosol Logistics Limited,INE0KZM01011,BSE
STML,Steelman Telecom Limited,INE0MSK01016,BSE
VEDANTASSET,Vedant Asset Limited,INE0NC801013,BSE
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,INF179KC1HU8,BSE
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,INF179KC1HV6,BSE
PACE,Pace E-Commerce Ventures Limited,INE0N1L01018,BSE
DAPS,DAPS Advertising Limited,INE975Z01012,BSE
TECHNOPACK,Technopack Polymers Limited,INE0MXP01015,BSE
HDFCNIFIT,HDFC NIFTY IT ETF,INF179KC1IA8,BSE
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,INF179KC1HZ7,BSE
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,INF109KC17L8,BSE
AMBOAGRI,Ambo Agritec Limited,INE0N6V01016,BSE
GARGI,PNGS Gargi Fashion Jewellery Limited,INE0NT601018,BSE
COMMOIETF,ICICI Prudential Nifty Commodities ETF,INF109KC19O8,BSE
DRONACHRYA,Droneacharya Aerial Innovations Limited,INE0MQD01015,BSE
AVEER,Aveer Foods Limited,INE09BN01011,BSE
BANKADD,DSP Nifty Bank ETF,INF740KA1RX3,BSE
REXSEAL,Rex Sealing and Packing Industries Limited,INE0MFT01014,BSE
SVS,SVS Ventures Limited,INE0MID01012,BSE
LOGICA,Logica Infoway Limited,INE0BSU01018,BSE
DHARNI,Dharni Capital Services Limited,INE0M9Q01011,BSE
TRANSVOY,Transvoy Logistics India Limited,INE0MPU01011,BSE
EARTH,Earthstahl & Alloys Limited,INE0O4V01010,BSE
ASHIKA,Ashika Credit Capital Limited,INE094B01013,BSE
INDONG,Indong Tea Company Limited,INE0KN201016,BSE
HDFCBSE500,HDFC S&P BSE 500 ETF,INF179KC1EZ4,BSE
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,INF179KC1FB2,BSE
HDFCMID150,HDFC NIFTY Midcap 150 ETF,INF179KC1HT0,BSE
SEALMATIC,Sealmatic India Limited,INE0O4601016,BSE
ROBU,Macfos Limited,INE0OLH01013,BSE
PATRON,Patron Exim Limited,INE0NPA01011,BSE
SVJ,S. V. J. ENTERPRISES Limited,INE0JZS01010,BSE
AMANAYA,Amanaya Ventures Limited,INE0G1V01016,BSE
RESGEN,Resgen Limited,INE0NYN01016,BSE
ITCONS,ITCONS E-Solutions Limited,INE0O6A01019,BSE
PCL,Prospect Consumer Products Limited,INE0OKG01017,BSE
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8,BSE
SUDARSHAN,Sudarshan Pharma Industries Limited,INE00TV01023,BSE
LABELKRAFT,Labelkraft Technologies Limited,INE0NLJ01011,BSE
BRIGHT,Bright Outdoor Media Limited,INE0OMI01019,BSE
COMMAND,Command Polymers Limited,INE0LKQ01012,BSE
